sender_address,recipient_address,amount,timestamp,metadata
0xe463f909e4aab91724d984bbc1490c7ad97453d4,0x196c00c1b00000000000007c00739ad9faa3ee77,0.05,2026-02-04T08:28:47+00:00,0xf5b6218e1dfbbba057b9bf66df58d5b0cf0900f58e9f382c035cd7e78eff0d61
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,2.3e-17,2026-02-06T22:07:23+00:00,0xee59c5819cf8458ee4b8a91df977a31df0f64199951c3c1b0d8faacfbe34dffc
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.4e-17,2026-02-07T00:40:11+00:00,0xf3eb255e3e43ed101c54ad44ded8f3ca9986cb7a01daa52d94e4a4363e881132
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,2.08e-16,2026-02-07T03:53:23+00:00,0x1e2e59718600dc83092e1a15ed3e7dde4a20ece08dec771282970fd06d53c73c
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.01e-16,2026-02-07T04:23:35+00:00,0x7dbe094a0ae83951807d1a82e3f95ebeabc4d1adc5fcabf98a7e2c0eeda18d36
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.09e-16,2026-02-07T06:58:59+00:00,0x1f3dfeaddc356561ff23721d7fea69b21d72d10ae186b6545c154cca18e5deab
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,2.8e-17,2026-02-07T07:34:23+00:00,0xbd1d6ca92072a8c04f4277ffc0e665cd26f5701383a99612c4a13b9c54a41610
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,7.3e-17,2026-02-07T07:43:35+00:00,0x1680a7f011ff495e36cef03f7ecd66aa52dacd8c0452f08e123a5fe16c52e0a6
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,8.1e-17,2026-02-07T07:45:11+00:00,0x8d49d9fbe8e4e9b65aa15e568b846624f8bc825e6f3a5dc4774b03f7010a9c0d
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,9.5e-17,2026-02-07T07:47:59+00:00,0xefa2472fe6785cd252687f132f1f895f1132c37af67cdcad1a0024aea8678410
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.1e-16,2026-02-07T09:34:23+00:00,0x79197a7ff99a449cb9d99ebaf030bc546002cd1a6d6427bf228cf77428419c9c
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.66e-16,2026-02-07T09:45:35+00:00,0x8629a2b49d5ea7be9e50ef24e535416427476fb3bf89c6a2774301e3411a4c65
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.5e-17,2026-02-07T10:06:35+00:00,0x33f8bb92b8e17af32c6d7e693626b4eea071973a25010b2a5acfe289ead5329f
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,6.2e-17,2026-02-07T11:58:59+00:00,0x650e6c3ecd4a02e240bbc1506d48d4588e3ff7d14d59c811177628354bcdb9eb
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1e-16,2026-02-07T12:06:35+00:00,0xe2864cf49356c6cd067a91df28543f85385e7f127b51ad67f05fbe0b72c3e379
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.54e-16,2026-02-07T12:17:35+00:00,0x63044a3f7b68674d75006c79c9190bde8d5521005cdfd70d03dc6003f6127d0c
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.73e-16,2026-02-07T12:21:23+00:00,0x8d4f81458945699b55659027c9f5e096c5f264fca097689b6ed49553e0a4ed7f
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,1.78e-16,2026-02-07T12:22:23+00:00,0xedc0fdf4ebedb8cafc667c01fd31230fcb13e675ab44dc34ba36d5efb9f1ad8d
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,2.19e-16,2026-02-07T15:04:59+00:00,0x5965f362bde03fb40112136954c5dc6e0e2c5a2c8e0e7ed954ad76b33d02d249
0x196c00c1b00000000000007c00739ad9faa3ee77,0x0000c7000000003bb9aa5e907d7b000037a3debb,9.9e-17,2026-02-07T15:32:11+00:00,0x44ad22169a4580d0cdff1c2392caefb94a4b62202a958be0c15280b6eee30df8
